time_stamp,group,sub_jap,sub_trad_en,sub_trad_sp,sbert_jap_en,sbert_jap_sp,comet_jap_en,comet_jap_sp
10:46.0,ai,俺なんかイラスト付きで返ってきた,Mine came back with illustrations.,A mí me devolvió el examen con ilustraciones.,0.5468381643295288,0.5825843214988708,-0.029758751392364502,-0.30143627524375916
10:48.5,ai,てか　あいつ　何げに教えてるの　うまくない,"By the way, he's actually pretty good at teaching.","Y en realidad, da clase sorprendentemente bien.",0.5803125500679016,0.37973544001579285,-0.22922338545322418,-0.18930843472480774
10:51.3,ai,わかる,I know.,Sí.,0.7893640398979187,0.8115096092224121,-0.061377521604299545,0.13751985132694244
10:52.4,ai,放課後に数学教わって　次のテストの点　よかったもん,I got math help after school and did better on the next test.,Me enseñó matemáticas después de clase y me fue mejor en el examen.,0.847946047782898,0.8305352330207825,0.041475582867860794,-0.18365666270256042
10:56.9,ai,まっ　でもさ,"Still,","Bueno, pero",0.6595168709754944,0.9162713289260864,-0.34924784302711487,0.3518812656402588
10:59.6,ai,しょせん俺ら　E組だしな,we're after all Class E.,al fin y al cabo somos la clase E.,0.2860059142112732,0.31153953075408936,-0.1367638111114502,-0.1386350393295288
11:02.3,ai,頑張っても仕方ねぇけど,"Even if we try, it might not help.","No tiene sentido esforzarse, supongo.",0.4795052111148834,0.6741459965705872,-0.31912940740585327,0.05526180565357208
11:05.1,ai,そう　タコ型の超生物で暗殺のターゲット,Yeah — an octopus-like super-being is our assassination target.,Sí: un superser con forma de pulpo es nuestro objetivo.,0.7935055494308472,0.5939280986785889,-0.012408820912241936,0.06850811839103699
11:10.1,ai,なのに,Yet,"Y sin embargo,",0.6577655673027039,0.7469513416290283,-0.1789417266845703,-0.3317786753177643
11:11.6,ai,あの先生はなぜか普通に先生している,that teacher somehow just acts like a normal teacher.,ese profesor actúa como un profesor normal.,0.8992310762405396,0.9143521785736084,0.07700984179973602,0.2733802795410156
11:15.9,ai,僕らも同じ　即席の殺し屋であるのを除けば　普通の生徒だ,"We're normal students, except that we're amateur assassins.","Nosotros también somos estudiantes normales, salvo que somos asesinos improvisados.",0.810547947883606,0.927541971206665,0.2684036195278168,0.41217270493507385
11:21.8,ai,けど　僕らE組は　少しだけ普通と違う,But Class E is a little different from normal.,Pero la clase E es un poco distinta al resto.,0.5658473372459412,0.6444195508956909,0.3015274703502655,0.5281944274902344
11:29.1,ai,おい　渚,"Hey, Nagisa.","Oye, Nagisa.",0.7722886800765991,0.7269465923309326,0.006251605227589607,-0.11203527450561523
11:31.3,ai,ちょっと付き合えよ,Come with me for a bit.,Vente conmigo un momento.,0.7211000323295593,0.8314537405967712,0.11396323144435883,0.24637886881828308
11:32.9,ai,暗殺の計画　進めようぜ,Let's move the assassination plan forward.,Avancemos con el plan de asesinato.,0.8302098512649536,0.9075132012367249,0.39228111505508423,0.23835980892181396
11:39.9,ai,あのタコ　機嫌によって顔の色が変わるだろ,"That octopus changes facial color depending on its mood, right?",Ese pulpo cambia el color de su cara según su humor.,0.6611181497573853,0.8593207597732544,0.32762497663497925,0.21304593980312347
11:43.9,ai,観察しとけって言ったやつ　できてるか,Did the person I told to observe do it?,"¿El que dijo ""obsérvalo"", lo hizo?",0.6379978060722351,0.7678636312484741,-0.682381808757782,-0.5244627594947815
11:47.2,ai,一応,Sort of.,Más o menos.,0.743017315864563,0.8444567322731018,-0.019497070461511612,-0.3052263855934143
11:48.8,ai,余裕な時は　緑のしましまなのは知ってるよね,"You know when it's relaxed, it's green-striped, right?","Sabemos que cuando está relajado tiene rayas verdes, ¿no?",0.6492785215377808,0.7235522270202637,-0.770789623260498,-0.5835005640983582
11:53.3,ai,生徒の解答が間違っていたら暗い紫,"If a student's answer is wrong, it's dark purple.","Si un alumno se equivoca, su color es púrpura oscuro.",0.908137321472168,0.9090087413787842,-0.30253371596336365,-0.23396572470664978
11:57.1,ai,正解だったら明るい朱色,"If correct, a bright vermilion.","Si aciertan, se pone rojo brillante.",0.5537974834442139,0.6228065490722656,-0.18763378262519836,-1.0857192277908325
12:00.0,ai,面白いのは昼休みの後で…,The interesting part is after lunch…,Lo interesante es después del recreo…,0.8836726546287537,0.5608224868774414,0.1210605800151825,-0.020364612340927124
12:02.1,ai,俺は知らなくていいんだよ,I don't need to know.,No necesito saberlo.,0.7739250063896179,0.7965941429138184,0.0626831203699112,0.4437868893146515
12:05.0,ai,作戦がある,I have a plan.,Tengo un plan.,0.6188550591468811,0.6474487781524658,0.19882524013519287,0.2177305370569229
12:06.8,ai,あいつが一番油断してる顔の時に　お前がやりに行け,Go for it when it's showing its most careless expression.,Ve cuando tenga la cara más despreocupada y tú atácale.,0.613023579120636,0.8592339754104614,-0.6710777878761292,-1.0492169857025146
12:11.6,ai,ぼ…僕が,M-me?,Y-yo…,0.5986007452011108,0.6099178791046143,-0.46868348121643066,-0.0985366553068161
12:13.2,ai,でも…,But…,Pero…,0.9491242170333862,0.9774165749549866,0.6972348093986511,0.8171780109405518
12:13.8,ai,いい子ぶってんじゃねえよ,Don't act like a goody-two-shoes.,Deja de hacerte el buen chico.,0.5728320479393005,0.6341157555580139,-1.005162239074707,-0.23694658279418945
12:16.0,ai,俺らはE組だ,We're Class E.,Somos la clase E.,0.571812093257904,0.6545916199684143,0.43009212613105774,0.5213639140129089
12:17.9,ai,進学校で有名なこの学校のレベルについていけなかった脱落組,We're the dropouts who couldn't keep up at this prestigious school.,Somos los rezagados que no pudieron seguir el ritmo de esta prestigiosa escuela.,0.6937863826751709,0.7347904443740845,-0.40045619010925293,-0.5150174498558044
12:23.0,ai,通称　エンドのE組,"Commonly known as the ""End"" — Class E.",Conocidos como la clase E del fin.,0.745890736579895,0.5745669603347778,-0.43868449330329895,-0.6311618685722351
12:27.7,ai,毎日山の上の隔離校舎まで通わされて,"We're forced to commute every day to the isolated campus on the hill,",Nos obligan a ir cada día al edificio aislado en la cima.,0.684138834476471,0.675216555595398,-0.03215987607836723,-0.13357959687709808
12:31.3,ai,あらゆる面でカスみたいに差別されてる,and discriminated against in every way like trash.,Somos discriminados en todo aspecto.,0.8083896040916443,0.8247044682502747,-0.503894031047821,0.2774754464626312
12:35.2,ai,落ちこぼれの俺らが100億円稼ぐチャンスなんて,A chance for us dropouts to earn 10 billion yen,"Una oportunidad de ganar 10 mil millones no volverá para nosotros, los fracasados.",0.5540882349014282,0.7083289623260498,-0.08407948911190033,-0.6084949374198914
12:38.7,ai,この先　一生回ってこねえぞ,will never come around again in our lives.,No nos va a volver a ocurrir en la vida.,0.3729822337627411,0.4790927767753601,-1.0058765411376953,-1.0443028211593628
12:41.9,ai,抜け出すんだよ　このクソみてえな状況から,Get out of this shitty situation.,Hay que escapar de esta situación de mierda.,0.7935070395469666,0.7523586750030518,0.14589636027812958,0.11794762313365936
12:46.4,ai,たとえ　どんな手を使ってもな,By any means necessary.,Aunque sea por cualquier medio.,0.47173240780830383,0.675877571105957,0.05726400390267372,0.014587484300136566
12:51.0,ai,しくじんなよ　渚君,"Don't screw up, Nagisa.","No la cagues, Nagisa.",0.5946168899536133,0.6681607961654663,-0.47418704628944397,-0.6421851515769958
12:54.7,ai,渚のやつ　E組行きだってよ,Nagisa's been sent to Class E.,Dicen que mandaron a Nagisa a la clase E.,0.32369253039360046,0.40536001324653625,-0.2822403311729431,-0.4533349275588989
12:58.9,ai,終わったな　あいつ,That's it for him.,Se jodió.,0.628147542476654,0.6192755699157715,-0.395229697227478,-0.3420916497707367
13:01.2,ai,俺　あいつのアドレス消すわ,I'm deleting his contact.,Voy a borrar su contacto.,0.8325320482254028,0.7561310529708862,-0.2442973554134369,-0.26247334480285645
13:03.5,ai,俺も,Me too.,Yo también.,0.8909975290298462,0.9518156051635742,0.5652041435241699,0.6567896008491516
13:04.4,ai,同じレベルだと思われたくないし,I don't want to be thought of as on the same level.,No quiero que me comparen con él.,0.7835360765457153,0.6064737439155579,-0.14009276032447815,0.11613503098487854
13:15.9,ai,ただ今　帰りました,I'm back.,Acabo de volver.,0.7257144451141357,0.8632655143737793,-0.27865609526634216,0.249842569231987
13:17.4,ai,お…　おかえり　先生,"O-oh, welcome back, Sensei.","B-bienvenido de nuevo, profesor.",0.5219690203666687,0.7291157245635986,0.3498786389827728,0.006176506169140339
13:20.1,ai,どうしたの　そのミサイル,What's with that missile?,"¿Qué es eso, ese misil?",0.9553724527359009,0.6696808934211731,0.22891606390476227,-0.20361682772636414
13:22.2,ai,お土産です,It's a souvenir.,Un souvenir.,0.8680808544158936,0.8804737329483032,-0.1108005940914154,0.05662500858306885
13:23.4,ai,日本海で　自衛隊に待ち伏せされまして,I was ambushed by the Self-Defense Forces in the Sea of Japan.,Me tendieron una emboscada las Fuerzas de Autodefensa en el Mar de Japón.,0.8455570340156555,0.8738967180252075,-0.03932508826255798,-0.14832496643066406
13:26.5,ai,た…　大変ですね　ターゲットだと,Th-that's terrible if you're a target.,"Q-qué grave, si eras el objetivo.",0.5947218537330627,0.7385485172271729,-0.6268043518066406,-0.6708478331565857
13:29.4,ai,いえいえ　皆から狙われるのは力を持つ者の証しですから,"No, no — being targeted by everyone is proof of power.","No, ser blanco de todos es señal de tener poder.",0.8314140439033508,0.6876303553581238,-0.06552961468696594,-0.21422038972377777
13:34.8,ai,さっ　5時間目を始めますよ,"Now then, let's start fifth period.","Bien, empezaremos la quinta hora.",0.6734402179718018,0.9093180894851685,0.12486955523490906,-0.02595624327659607
13:41.9,ai,はい,Yes.,Sí.,0.9201773405075073,0.9837301969528198,0.5176658034324646,0.5430672764778137
13:43.9,ai,先生には　分からないよね,"You wouldn't understand, Sensei.","El profesor no lo entiende, ¿verdad?",0.48419222235679626,0.8380529880523682,-0.16366484761238098,0.32744601368904114
13:46.6,ai,みんなから　暗殺のターゲットにされるってことは,Being the target of everyone's assassination attempts,Ser objetivo de intentos de asesinato por parte de todos,0.8523339629173279,0.850388765335083,-0.0790543258190155,-0.13838469982147217
13:49.9,ai,裏を返せば　みんなに力を認められているってことだ,on the flip side means everyone acknowledges your strength.,implica que todos reconocen tu poder.,0.7254487872123718,0.7640722393989563,0.03710663318634033,-0.009353835135698318
13:55.1,ai,分からないよね　そんな怪物に,You wouldn't understand the feelings of someone who is no longer expected or feared by such a monster…,No lo entendería esa criatura.,0.5491273403167725,0.7428954839706421,-0.2655692398548126,-0.5424449443817139
13:58.3,ai,期待も警戒もされなくなった　認識さえされない人間の気持ちなんて…,"the feelings of a person who is no longer expected, watched, or even recognized…",Lo que siente una persona ignorada — sin expectativas ni vigilancia — es…,0.7654650211334229,0.787118136882782,-0.12515871226787567,-0.33253175020217896
14:06.5,ai,お前のおかげで　俺の評価まで　落とされたよ,Because of you my reputation dropped too.,"Por tu culpa, hasta mi reputación ha caído.",0.7183793783187866,0.7201629281044006,0.17293359339237213,0.28134164214134216
14:10.3,ai,唯一　よかったのは　もうお前を見ずに済むことだ,The only good thing is I don't have to see you anymore.,La única ventaja es no tener que verte más.,0.7169493436813354,0.7933849692344666,-0.17368748784065247,-0.01658785343170166
14:19.6,ai,殺せるかもしれない,Maybe I could kill him.,Puede que pueda matarlo.,0.8377140760421753,0.9279599189758301,-0.16355493664741516,-0.16994135081768036
14:21.6,ai,だって　この先生にも僕の姿は　見えてないから,"After all, this teacher can't even see me.",Porque este profesor tampoco puede verme.,0.848729133605957,0.8432796597480774,-0.233347088098526,-0.3065132796764374
14:36.5,ai,はい　それでは　お題に沿って短歌を作ってみましょう,"All right then, let's compose a tanka following the theme.","Bien, ahora compongan un tanka acorde al tema.",0.6536573767662048,0.5874559879302979,0.2873212993144989,0.07715020328760147
14:41.6,ai,ラスト７文字を「触手なりけり」で締めてください,"End the last seven syllables with ""shokushu narikeri"" (""…are tentacles"").","Terminen los últimos siete caracteres con ""触手なりけり"" (ser tentáculos).",0.5160893201828003,0.5985699892044067,-0.6309482455253601,-0.6667869091033936
14:46.6,ai,「触手なりけり」ですか,"""…are tentacles,"" huh?","¿""触手なりけり""?",0.5455003380775452,0.9687780737876892,-0.7138292193412781,0.18778586387634277
14:48.9,ai,はい　書けた人は先生の所へ持ってきなさい,"Yes. Those who finished, bring them to Sensei.","Sí. Quien lo haya escrito, tráigalo al profesor.",0.3972061276435852,0.8952227234840393,-0.13174866139888763,-0.6883665323257446
14:52.7,ai,チェックするのは　文法の正しさと触手を美しく表現できたか,I'll check for grammatical correctness and whether the tentacles were expressed beautifully.,Verificaré la gramática y si logran expresar la belleza de los tentáculos.,0.6814302802085876,0.7634854316711426,0.19644464552402496,-0.01504257321357727
14:58.2,ai,例文です,Here's an example.,Ejemplo:,0.6808686256408691,0.3102092444896698,0.4582977592945099,0.7307384014129639
14:59.8,ai,花さそふ　嵐の庭の雪ならではえゆくものは触手なりけり,"Flower-inviting / In the storm-garden's snow, what departs is / indeed tentacles.","Invitando flores, la nieve del jardín tempestuoso — lo que se va es un tentáculo.",0.7350512742996216,0.9181472063064575,-1.1795152425765991,-1.25304114818573
15:08.2,ai,「触手だったのだなぁ」って…,"Like, ""So it was tentacles, huh…""","""¡Ah, era un tentáculo...""",0.7086078524589539,0.8701779842376709,-0.3675600588321686,-0.08974356949329376
15:10.5,ai,できた者から　今日は　帰ってよし,Those who finish may go home today.,Los que lo terminen pueden irse a casa hoy.,0.7131024599075317,0.7599680423736572,-0.21568602323532104,-0.283780038356781
15:13.3,ai,そんなの思い付かないよ,I can't think of anything like that.,No se me ocurre nada así.,0.7000025510787964,0.7897377014160156,-0.34176474809646606,-0.2238921821117401
15:15.3,ai,ほーら　ほら　ヌルヌル　素晴らしい句が湧いてきませんか,"Come on, slime, won't a wonderful verse rise up?","Venga, venga, ¿no les surge un verso resbaladizo y magnífico?",0.5263787508010864,0.6892184615135193,-0.5189917683601379,-0.1550036072731018
15:19.3,ai,ヌルヌルヌルヌルヌルヌル…,Slime slime slime slime slime…,"Resbaloso, resbaloso…",0.6467268466949463,0.8136368989944458,-0.6279478073120117,-0.5953924655914307
15:21.9,ai,ヌルヌル　うるせえよ,Shut up with the slime.,"""Resbaloso"", cállate.",0.5400315523147583,0.7670032382011414,-0.6254071593284607,-0.41883260011672974
15:23.5,ai,先生　質問,"Teacher, question.","Profesor, pregunta.",0.6167230010032654,0.7577651739120483,0.06771393120288849,0.4340488910675049
15:26.1,ai,何ですか　茅野さん,Yes? Chino?,"¿Sí, Chino?",0.47457438707351685,0.5567383170127869,-0.3538687825202942,-0.138490229845047
15:28.1,ai,いまさらなんだけどさ　先生の名前　何ていうの,"It's late to ask, but what's your name, Sensei?","Es tarde, pero ¿cómo se llama el profesor?",0.5192515850067139,0.8371074199676514,-0.07863982021808624,-0.3130835294723511
15:32.9,ai,他の先生と区別するとき不便だよ,It's inconvenient when distinguishing from other teachers.,Es incómodo distinguirlo de otros profesores.,0.9193943738937378,0.8576712012290955,0.17438286542892456,0.06117628887295723
15:35.8,ai,名前…　ですか,A name… huh?,Un nombre... ¿eh?,0.8623284101486206,0.8916168212890625,0.130854994058609,0.25942176580429077
15:38.0,ai,そういやぁ…,Now that you mention it…,Ahora que lo dices...,0.5658854246139526,0.7798238396644592,0.11923235654830933,-0.15466387569904327
15:39.2,ai,名乗ってないね,I haven't introduced myself.,No se ha presentado.,0.6225377917289734,0.696727991104126,-0.5792673826217651,-0.6299520134925842
15:41.9,ai,名乗るような名前はありませんねぇ,There's no name worth announcing.,No tiene un nombre digno de presentarse.,0.758375346660614,0.8028901815414429,-0.11517974734306335,-0.02551199495792389
15:44.4,ai,何なら　皆さんで　付けてください,"If you like, you may give me one.","Si quieren, pónganle uno ustedes.",0.5951509475708008,0.7762548327445984,-0.5443565249443054,-0.2673072814941406
15:46.8,ai,付けていいんだ,We can name you?,¿Podemos ponerle nombre?,0.432804137468338,0.3966769576072693,-0.989834725856781,-0.4290432631969452
15:48.1,ai,でも　今は　課題に集中ですよ,"But for now, focus on the assignment.",Pero ahora concéntrense en la tarea.,0.7736930847167969,0.8397548794746399,0.553891122341156,0.5036718249320984
15:50.9,ai,はーい,Okay.,¡Sí!,0.8787356615066528,0.8312838077545166,0.1979873925447464,0.14815525710582733
15:52.3,ai,では　先生は　その間　一休みを,Then I'll take a little rest in the meantime.,"Bien, el profesor descansará mientras tanto.",0.5930901765823364,0.8844216465950012,0.10511136054992676,0.28129544854164124
16:03.0,ai,おっ　もうできましたか　渚君,"Oh — already done, Nagisa?","Oh, ¿ya terminaste, Nagisa?",0.6726189255714417,0.7868822813034058,0.38307639956474304,0.4320889413356781
16:12.4,ai,昼食の後で　僕らが眠くなるころに,"After lunch, when we begin to get sleepy,","Después del almuerzo, cuando nos dé sueño,",0.9154072403907776,0.9543544054031372,-0.06288671493530273,-0.3005579710006714
16:15.2,ai,先生の顔が薄いピンクになるときがある,there are times when Sensei's face turns a pale pink.,hay momentos en que la cara del profesor se vuelve rosa pálido.,0.6592782139778137,0.9364876747131348,0.18613408505916595,0.3056286573410034
16:19.5,ai,茅野の質問への反応も少し遅れた,His reaction to Chino's question was also a bit delayed.,Su reacción a la pregunta de Chino también fue algo tardía.,0.7399634122848511,0.7618793249130249,0.3872629702091217,0.43919819593429565
16:22.8,ai,たぶん　先生も一番　油断する時間なんだ,That’s probably when Sensei is most off guard.,Probablemente ese es el momento en que el profesor más se confía.,0.3081030249595642,0.8440006375312805,-0.019667740911245346,-0.16784170269966125
16:29.4,ai,この進学校で　落ちこぼれた僕らは思う,We dropouts at this elite school think—,"Nosotros, los rezagados de esta escuela de élite, pensamos",0.7555035948753357,0.746598482131958,-0.27118951082229614,-0.8202362060546875
16:33.4,ai,どこかで見返さなきゃ,we need to get our revenge somewhere.,que debemos demostrar algo en algún lugar.,0.5385992527008057,0.522712767124176,-0.16653436422348022,-0.2652858793735504
16:35.4,ai,やればできると　親や　友達や　先生たちを,"To make our parents, friends, and teachers say ""You can do it.""","Para que padres, amigos y profesores crean que podemos lograrlo.",0.8299250602722168,0.8801928758621216,-0.048605043441057205,-0.0946127325296402
16:41.2,ai,やればできると…,"""You can do it…""","""Si te esfuerzas, puedes...""",0.7895681262016296,0.6702157855033875,-0.06331735849380493,0.03184307739138603
16:46.9,ai,言ったでしょう もっと　工夫を…,You said it — be more creative…,Te dijeron: sé más ingenioso…,0.814568281173706,0.7811048030853271,0.0829353779554367,-0.05622134730219841
16:50.1,ai,認めさせなきゃ…,We must make them recognize us…,Debemos hacer que nos reconozcan.,0.5102406740188599,0.5294187664985657,0.002748049795627594,-0.042455073446035385
16:52.9,ai,どんな手を使っても…,By any means…,Por cualquier medio…,0.6344202160835266,0.8062372803688049,-0.004182007163763046,0.07327865809202194
17:02.6,ai,しゃーっ,Ha—!,¡Sí!,0.8388224244117737,0.758384644985199,-0.07908220589160919,-0.0418609194457531
17:03.8,ai,やったぜー,Nailed it!,¡Lo hice!,0.7773318290710449,0.7075183391571045,-0.012922516092658043,0.15977361798286438
17:04.9,ai,100億円いただき,Got the 10 billion yen.,Conseguí los 10 mil millones.,0.5072774291038513,0.653457522392273,-0.08555279672145844,-0.17705634236335754
17:05.0,ai,渚,Nagisa.,Nagisa.,0.6878150105476379,0.6878150105476379,-0.09391739964485168,-0.09391739964485168
17:07.3,ai,ざまあみろ,Serves him right.,Toma eso.,0.46230408549308777,0.8150627613067627,-0.9092368483543396,-0.29563578963279724
17:08.4,ai,寺坂　何やったんだ,"Terasaka, what did you do?","Terasaka, ¿qué hiciste?",0.69841468334198,0.7421764135360718,0.1318536400794983,0.278363436460495
17:10.9,ai,こいつも自爆テロは予想してなかったろ,He probably didn't expect a suicide bombing either.,Él tampoco esperaba un suicidio explosivo.,0.7598264813423157,0.6933495402336121,-0.02214573696255684,-0.30077093839645386
17:13.3,ai,ちょっと　渚に　何　持たせたのよ,What did you make Nagisa carry?,¿Qué le diste a Nagisa para que lo llevara?,0.563061535358429,0.6681827902793884,-0.6682305932044983,-0.6509735584259033
17:16.8,ai,おもちゃの手榴弾だよ,A toy grenade.,Era una granada de juguete.,0.8729262351989746,0.747346043586731,-0.30025920271873474,-0.26191139221191406
17:19.2,ai,ただし　火薬を使って威力を上げてある,Although we increased its power with real powder.,Pero con pólvora para aumentar su efecto.,0.5324178338050842,0.7549577951431274,-0.2472139298915863,-0.0754944384098053
17:22.7,ai,300発の対先生弾がすげえ速さで飛び散るようにな,It made 300 anti-Sensei rounds scatter at crazy speed.,Hizo que 300 balas contra el profesor estallaran a enorme velocidad.,0.615846574306488,0.683271586894989,-0.5121524930000305,-0.3115029036998749
17:27.9,ai,人間が死ぬ威力じゃねえよ,It's not lethal to humans.,No tiene poder para matar a un humano.,0.5342337489128113,0.6304458379745483,-0.5197238326072693,-0.40091854333877563
17:30.4,ai,俺の100億で　治療費くらい…,"My 10 billion covers treatment costs, at least…","Con mis 10 mil millones cubriría gastos médicos, más o menos…",0.852818489074707,0.8463214635848999,0.16589684784412384,0.2176532745361328
17:35.6,ai,無傷　やけど一つ負ってねえのか,"No injuries, not a single burn?","Está ileso, ni una quemadura.",0.7009512782096863,0.7297882437705994,-0.2000129520893097,-0.49402645230293274
17:38.6,ai,それに　何だ　この膜,And what's with this membrane?,"Y además, ¿qué es esta membrana?",0.8964695334434509,0.9092830419540405,-0.1764151155948639,0.05186321586370468
17:40.9,ai,タコの死体に　つながっ…,It's connected to the octopus's corpse…,Conectada al cadáver del pulpo…,0.6322854161262512,0.8420266509056091,-0.2813338339328766,-0.30216124653816223
17:41.8,ai,実は　先生　月に１度ほど　脱皮をします,"Actually, Sensei sheds his skin about once a month.","En realidad, el profesor muda la piel aproximadamente una vez al mes.",0.4483182728290558,0.7364710569381714,0.3618253767490387,0.3684566915035248
17:45.9,ai,脱いだ皮を渚君にかぶせて守りました,I covered Nagisa with the shed skin to protect him.,Le puse la piel que mudó sobre Nagisa para protegerlo.,0.6214646100997925,0.6480777263641357,-0.26717880368232727,-0.7457042336463928
17:51.5,ai,月1で使える　先生の奥の手です,It's Sensei's secret technique usable once a month.,"Es el recurso secreto del profesor, usable una vez al mes.",0.4421018958091736,0.7383636236190796,-0.07984249293804169,0.015003496780991554
17:58.2,ai,寺坂　吉田　村松,"Terasaka, Yoshida, Muramatsu.","Terasaka, Yoshida, Muramatsu.",0.7486422657966614,0.7486398220062256,-0.2979409098625183,-0.2979409098625183
18:03.8,ai,先生の顔は　顔色を見るまでもなく…,You could tell Sensei's mood without checking his complexion…,"El rostro del profesor, sin siquiera mirar su color…",0.4902270436286926,0.9098879098892212,0.2246643304824829,-0.3819214105606079
18:12.8,ai,真っ黒,pitch black.,está completamente negro.,0.7758608460426331,0.7636836171150208,0.1072859913110733,-0.08330751955509186
18:14.6,ai,ど怒りだ,Furious.,Está furioso.,0.7137596607208252,0.7255586385726929,0.2038339376449585,0.25615963339805603
18:15.7,ai,首謀者は　君ら３人だろ,"You three are the ringleaders, right?","Ustedes tres son los instigadores, ¿no?",0.6773537397384644,0.8922557234764099,0.09138885140419006,-0.07102692127227783
18:19.6,ai,いっ　いや…,N-no…,N-no…,0.9015066623687744,0.9015066623687744,0.6205662488937378,0.6205662488937378
18:20.8,ai,渚が勝手に…,Nagisa acted on his own…,Nagisa actuó por su cuenta…,0.3967912197113037,0.4695129990577698,-0.5311658382415771,0.010736050084233284
18:29.1,ai,いなく…,He's gone…,No está…,0.4393347203731537,0.9104247093200684,-0.430490642786026,-0.0960783064365387
18:34.0,ai,俺らんちの表札,Our family nameplate—,El nombre de mi casa…,0.526819109916687,0.489621639251709,-0.3997414708137512,-0.8276187181472778
18:36.2,ai,政府との契約ですから　先生は　決して君たちに危害は加えない,"By contract with the government, Sensei will never harm you.",Hay un contrato con el gobierno: el profesor jamás dañará a los estudiantes.,0.5835915207862854,0.8921397924423218,0.19712109863758087,0.26730668544769287
18:41.7,ai,が　しかし…,But — however…,"Pero, sin embargo…",0.9318357706069946,0.9778550863265991,0.15656843781471252,0.3403032720088959
18:44.5,ai,次　また　今のような方法で暗殺に来たら,"Next time you try an assassination the way you did just now,","Si vienen la próxima vez con un método como el anterior,",0.7971457839012146,0.4756178557872772,-0.012087853625416756,-0.49436816573143005
18:49.2,ai,君たち以外には何をするか分かりませんよ,I don't know what he'll do to anyone else.,no sé qué hará con otros que no sean ustedes.,0.5592430830001831,0.8429167866706848,-0.1218487024307251,-0.019434113055467606
18:53.2,ai,家族や友人…　いいや,"Family or friends… no,","Sus familias y amigos… mejor dicho,",0.8259458541870117,0.8423701524734497,-0.5066935420036316,-0.4809463322162628
18:56.3,ai,君たち以外を地球ごと消しますかね,maybe he'll erase everything but you from the Earth.,quizá borraría del planeta a quienes no sean ustedes.,0.7821250557899475,0.8761266469955444,-0.3433418869972229,-0.10813145339488983
19:01.6,ai,5秒間で　皆　悟った,In five seconds everyone understood.,"En cinco segundos, todos entendieron.",0.8764376640319824,0.924066960811615,0.3836900293827057,0.41355597972869873
19:04.6,ai,地球の裏でも　逃げられないと,You can't escape even to the other side of the planet.,Que no habrá escape ni al otro lado del planeta.,0.7805741429328918,0.8685868382453918,-0.31086650490760803,-0.5392729043960571
19:08.0,ai,どうしても逃げたければ,"If you really wanted to run,","Si realmente quieren huir,",0.594391942024231,0.8913546800613403,-0.36546653509140015,-0.03220566734671593
19:12.3,ai,この先生を殺すしか…,you'd have to kill this teacher…,solo les queda matar a este profesor.,0.9258008003234863,0.9272590279579163,-0.26146751642227173,0.030425094068050385
19:16.7,ai,何なんだよ　てめえ　迷惑なんだよ,"What the hell, you're a nuisance.",¿Qué te pasa? Eres un problema.,0.6254517436027527,0.7387327551841736,-0.21378275752067566,-0.5542566776275635
19:20.1,ai,いきなり来て　地球　爆破とか　暗殺しろとか,"Suddenly showing up and saying ""blow up the Earth"" or ""assassinate"" —",Llegas de repente y hablas de explotar la Tierra y de asesinatos.,0.7585068941116333,0.840721070766449,-0.6337542533874512,-0.24905052781105042
19:23.5,ai,迷惑なやつに　迷惑な殺し方して　何が悪いんだよ,Doing annoying things to an annoying guy — what's wrong with that?,¿Qué tiene de malo darles a los molestos una muerte molesta?,0.4686037600040436,0.721122145652771,-0.08920207619667053,-0.4514312148094177
19:28.0,ai,迷惑　とんでもない,Nuisance? That's outrageous.,"Molesto, no, de ninguna manera.",0.5269733667373657,0.8026638627052307,0.09006871283054352,-0.19766181707382202
19:30.2,ai,君たちのアイデア自体は　すごくよかった,Your idea itself was actually quite good.,Sus ideas en sí fueron bastante buenas.,0.9361973404884338,0.8047922253608704,0.4851438105106354,0.6717457175254822
19:33.2,ai,特に　渚君,"Especially you, Nagisa.","Especialmente tú, Nagisa.",0.7576610445976257,0.7765220403671265,0.11717985570430756,0.2759637236595154
19:34.9,ai,君の肉薄までの自然な体運びは100点です,Your natural movement to get close to him scored a hundred points.,Tu acercamiento corporal natural hasta el punto de impacto fue perfecto.,0.5716519355773926,0.41152581572532654,-0.3812862038612366,-0.23017355799674988
19:38.9,ai,先生は　見事に　隙を突かれました,Sensei was superbly caught off guard.,El profesor fue alcanzado por su descuido con gran maestría.,0.2668948173522949,0.7626267671585083,-0.4260333478450775,-0.4766313433647156
19:41.9,ai,ただし,However—,"Sin embargo,",0.7476965188980103,0.8222899436950684,0.09484302997589111,0.030759692192077637
19:43.5,ai,寺坂君たちは　渚君を,Terasaka and the others,Terasaka y compañía,0.5575369596481323,0.36855682730674744,-0.3219381868839264,-0.16352848708629608
19:45.9,ai,渚君は　自分を大切にしなかった,Nagisa didn't value himself.,Nagisa no se cuidó a sí mismo.,0.5313924551010132,0.5500772595405579,-0.00809960812330246,-0.4660489559173584
19:49.4,ai,そんな生徒に暗殺する資格はありません,Such a student has no right to assassinate.,Un estudiante así no merece intentar un asesinato.,0.8551576733589172,0.9268268942832947,0.3842024505138397,0.29057976603507996
