time_stamp,group,sub_jap,sub_trad_en,sub_trad_sp
17:10.9,official,こいつも自爆テロは予想してなかったろ,Bet he never expected a suicide bomber!,Nunca esperó a un terrorista suicida.
17:13.3,official,ちょっと　渚に　何　持たせたのよ,Hey! What'd you give Nagisa?!,"Oye, ¿qué le diste a Nagisa?"
17:16.8,official,おもちゃの手榴弾だよ,Huh? A toy grenade.,Era una granada de juguete.
17:19.2,official,ただし　火薬を使って威力を上げてある,But I beefed it up with gunpowder,Pero se me ocurrió llenarla con pólvora.
17:22.7,official,300発の対先生弾がすげえ速さで飛び散るようにな,so it'd shoot three hundred anti-Sensei bullets at crazy-high speed!,"Así dispararía 300 balines a gran velocidad para eliminar al profesor.,"
17:27.9,official,人間が死ぬ威力じゃねえよ,They're not strong enough to kill anybody.,Pero eso no mataría a una persona.
17:30.4,official,俺の100億で　治療費くらい…,My ten billion yen'll cover his medical bi--,Con el dinero cubriré sus gastos mé...
17:35.6,official,無傷　やけど一つ負ってねえのか,He's not hurt? Not even a single burn?,¿No está herido? ¿No tiene ni una quemadura?
17:38.6,official,それに　何だ　この膜,And... this membrane...,¿Y qué es esta membrana?
17:40.9,official,タコの死体に　つながっ…,is attached to that octopus's corpse?, ¿Está unida...?
17:41.8,official,実は　先生　月に１度ほど　脱皮をします,"As it happens, I shed my skin once a month.",Deben saber que mudo de piel una vez al mes.
17:45.9,official,脱いだ皮を渚君にかぶせて守りました,I protected Nagisa there by covering him with my old skin.,Protegi a Nagisa cubriendolo con mi piel vieja.
17:51.5,official,月1で使える　先生の奥の手です,It's my once-monthly ace in the hole.,Es un as bajo la manga que solo puedo usar una vez al mes.
17:58.2,official,寺坂　吉田　村松,"Terasaka, Yoshida, Muramatsu.","Terasaka, Yoshida, Muramatsu."
18:03.8,official,先生の顔は　顔色を見るまでもなく…,You don't have to look at the color of his face to know.,No hacía falta mirar el color de su cara para saber cómo estaba.
18:12.8,official,真っ黒,Pitch black! He is furious!,Estaba negro. Furioso.
18:14.6,official,ど怒りだ,,
18:15.7,official,首謀者は　君ら３人だろ,"You three...you're behind this, yes?",¿Ustedes tres...son los responsables de esto?
18:19.6,official,いっ　いや…,N-No!,No.
18:20.8,official,渚が勝手に…,It was all Nagisa's idea!,Fue idea de Nagisa.
18:29.1,official,いなく…,He's gone!,¿Qué?
18:34.0,official,俺らんちの表札,The nameplates off our houses?!,¿Las placas de nuestras casas?
18:36.2,official,政府との契約ですから　先生は　決して君たちに危害は加えない,My agreement with your government says I won't harm you.,"Mi acuerdo con su gobierno me prohíbe hacerles daño a los estudiantes."""
18:41.7,official,が　しかし…,But ,"Pero, cuidado,"
18:44.5,official,次　また　今のような方法で暗殺に来たら,if you try another assassination like that one…,si intentan otro asesinato como este
18:49.2,official,君たち以外には何をするか分かりませんよ,...I might just harm someone else.,podria dañar a alguna otra persona.
18:53.2,official,家族や友人…　いいや,"Your family, your friends...","Familia, amigos."
18:56.3,official,君たち以外を地球ごと消しますかね,Or I could wipe out the whole planet apart from you.,"O podria eliminar todo el planeta, excepto a ustedes."
19:01.6,official,5秒間で　皆　悟った,"Five seconds, and we all knew:",En cinco segundos entendimos todo.
19:04.6,official,地球の裏でも　逃げられないと,There was no running to the ends of the Earth for us.,No teníamos manera de escapar.
19:08.0,official,どうしても逃げたければ,If we really wanted to run..,"Si queríamos salir de esto,"
19:12.3,official,この先生を殺すしか…,...all we could do... was kill him!,debiamos matar al profesor.
19:16.7,official,何なんだよ　てめえ　迷惑なんだよ,"What the hell's your deal, anyway? You're just a giant pain!",¿Cuál es su problema? No es más que un fastidio.
19:20.1,official,いきなり来て　地球　爆破とか　暗殺しろとか,"Showing up all ""I'm gonna blow up Earth"" and ""Assassinate me""!",Dijo que iba a destruir la Tierra y que lo asesináramos.
19:23.5,official,迷惑なやつに　迷惑な殺し方して　何が悪いんだよ,What's so wrong with using an annoying method to kill an annoying guy?!,¿Es malo usar medidas desesperadas en una situación desesperada?
19:28.0,official,迷惑　とんでもない,Annoying? Hardly.,¿Qué hay de malo? Absolutamente nada.
19:30.2,official,君たちのアイデア自体は　すごくよかった,Your idea itself was a very good one.,"De hecho, tu idea fue realmente muy buena."
19:33.2,official,特に　渚君,"Especially you, Nagisa.",Te felicito.
19:34.9,official,君の肉薄までの自然な体運びは100点です,The way you carried yourself so naturally on your approach gets full marks.,Fue excelente la forma tan natural en que te acercaste a mí.
19:38.9,official,先生は　見事に　隙を突かれました,You made it right through the chink in my defenses.,Gran trabajo al tomarme desprevenido.
19:41.9,official,ただし,However!,"Sin embargo,"
19:43.5,official,寺坂君たちは　渚君を,"None of you looked out for Nagisa,",a ninguno le preocupó Nagisa.
19:45.9,official,渚君は　自分を大切にしなかった,not even Nagisa himself.,Ni siquiera él se preocupó por sí mismo.
19:49.4,official,そんな生徒に暗殺する資格はありません,Students like that aren't fit to assassinate anyone.,Estudiantes así no son aptos para asesinar a nadie.
19:53.1,official,人に笑顔で胸を張れる暗殺をしましょう,We need an assassination worth smiling about--one to be proud of!,Necesitamos un asesinato del que estén orgullosos.
19:56.3,official,君たち　全員　それができる力を秘めた有能なアサシンだ,You're all capable assassins who have that power within you.,Sé que son asesinos capaces con gran poder en su interior.
20:01.7,official,ターゲットである先生からのアドバイスです,Some advice from your teacher and your target.,Es un consejo de su profesor-objetivo.
20:06.3,official,マッハ20で怒られてうねる触手で褒められた,"Chewed out at Mach 20, then praised with waving tentacles...","Primero nos regaña a Mach 20, y luego nos elogia complacido."
20:11.5,official,この異常な教育が　僕は　普通に　うれしかった,This unusual education made me pretty happy.,Esta educación inusual me ha hecho sentir muy feliz.
20:16.3,official,この異常な先生は僕らのことを　正面から見てくれたから,All because this unusual teacher was actually looking at us head-on.,"Porque este profesor, aunque peculiar, siempre nos mira de frente."
20:30.8,official,あなたの…,If you...,Si pudieras...
20:33.3,official,あなたの時間をくれるなら,"If you would give your time,","Si pudieras regalarles tu tiempo,"
20:36.3,official,あの子たちを教えてあげて,go teach those children.,enséñales a esos niños.
20:40.8,official,なんて　すてきな触手…,What splendid tentacles...,Qué espléndidos tentáculos.
20:43.7,official,この手なら　きっと　あなたはすてきな教師に…,With hands like these... I'm sure you'll be a splendid teacher.,"Con estas manos, estoy segura de que serías un gran profesor."
20:51.0,official,さて　問題です　渚君,"Here's a question for you, Nagisa:","Hay algo que quiero preguntarte, Nagisa."
20:53.8,official,先生は　殺される気などみじんもない,I have not the slightest intention of being killed.,No tengo la menor intención de ser asesinado.
20:57.0,official,皆さんと　来年　3月までエンジョイしてから,"I will enjoy my time with you all until next March,","Estaré con ustedes hasta marzo,"
20:59.5,official,地球を爆破です,and then blow Earth up.,pero después destruiré la Tierra.
21:02.1,official,それが嫌なら君たちは　どうしますか,"If you don't like it, what are you going to do about it?",¿Qué harás si quieres evitar que eso ocurra?
21:06.6,official,暗殺なんて　したことないし,"We've never assassinated anyone before,",Nunca hemos asesinado a nadie.
21:09.3,official,僕らには　他に　すべきことがたくさんある,and there's plenty of other stuff we should be doing.,Y todavía nos quedan muchas otras cosas por hacer.
21:14.2,official,けど　思った,But you know...,"Pero creo que,"
21:16.7,official,この先生なら　殺意さえも受け止めてくれるって,I think this teacher might even accept my bloodlust.,este profesor incluso podría aceptar mi sed de sangre.
21:21.2,official,地球を爆破されるその前に　先生を殺します,Before you destroy Earth... I'll kill you.,"Antes de que destruya la Tierra, yo lo mataré."
21:27.4,official,ならば　今　やってみなさい,Then do it now!,¿Y qué estás esperando?
21:29.4,official,殺せた者から　今日は帰ってよし,"Once you've killed me, you're free to go home!",Podrán irse si me matan.
21:32.7,official,んな簡単に…,"Just like that, huh?",Como si fuera fácil. 
21:33.8,official,殺せるわけねえだろ,You know we can't kill you!,Sabe que no podemos.
21:35.9,official,僕らは　殺し屋,We are killers. And our target,Somos asesinos y nuestro objetivo:
21:37.9,official,ターゲットは　先生,is our teacher.,el profesor.
21:40.9,official,ふきふき　ふきふき,"Wipe, wipe, wipe it clean! Even if we shot him now...","-Limpiar, limpiar, limpiar. -Si le disparamos ahora,"
21:42.6,official,今　撃っても…,we'd just be polished up like those nameplates.,acabaríamos pulidos como esas placas.
21:43.7,official,表札と一緒に手入れされる…,,
21:46.0,official,帰れねえ…,We're never going home!,No saldremos nunca.
21:48.1,official,殺せない先生か…,An unkillable teacher...,"Invencible en japonés es ""koro""."
21:50.8,official,殺せない…　ころ…,"""Korosenai""... ""koro""","Y profesor, ""sensei""."
21:54.2,official,殺せんせーは,"Oh! How about ""Koro Sensei""?",Koro-sensei. Si.
21:56.3,official,殺せんせー,Koro Sensei?,¿Koro-sensei?
21:59.8,official,殺せんせーと　僕らの暗殺教室,"It's us and Koro Sensei, in our assassination classroom.","Koro-sensei y nosotros, en nuestra clase de asesinato."
22:05.0,official,始業のベルは　明日も鳴る,"Another day, another class bell rings.",Suena la campana y empieza la clase.
00:48.8,fansub,それでは,"Now, then.","Muy bien, entonces..."
00:50.5,fansub,ホームルームを始めます,Let's begin homeroom.,Vamos a empezar.
00:52.7,fansub,日直の人は号令を,"Class monitor, on your command.","Encargado de la clase, a su señal."
00:54.9,fansub,き…起立,S-Stand!,¡D-De pie!
01:00.1,fansub,気を付け,Attention!,¡Atención!
01:05.0,fansub,礼,Bow!,¡Saluden!
01:09.7,fansub,おはようございます,Good morning.,Buenos días.
01:11.6,fansub,発砲したままで結構ですので　出欠をとります,"I'll be taking attendance, so please, fire all you like.",Disparen todo lo que quieran... Sólo estaré tomando asistencia.
01:15.2,fansub,磯貝君,Isogai-kun?,¿Isogai?
01:16.7,fansub,はい,Present.,¡Aquí!
01:18.0,fansub,すみませんが　銃声の中なので　大きな声で,"My apologies. I'll need you to speak up,  what with all this gunfire.",Disculpa pero vas a tener que hablar más alto con todo este tiroteo.
01:21.4,fansub,はい,Present!,¡Aquí!
01:22.3,fansub,岡島君,Okajima-kun?,¿Okajima?
01:23.6,fansub,はい,Present!,¡Aquí!
01:24.3,fansub,奥田さん,Okuda-san?,¡Okuda!
01:25.5,fansub,はい,Present!,¡Aquí!
01:26.3,fansub,片岡さん,Kataoka-san?,¿Kataoka?
01:27.4,fansub,はい,Present!,¡Aquí!
01:28.0,fansub,茅野さん,Kayano-san?,¿Kayano?
01:28.9,fansub,はい,Present!,¡Aquí!
01:29.5,fansub,神崎さん,Kanzaki-san?,¡Kanzaki!
01:30.5,fansub,はい,Present!,¡Aquí!
01:33.3,fansub,はい　遅刻なしっと,All right.,Muy bien.
01:36.0,fansub,素晴らしい　先生　とてもうれしいです,"Everyone on time, I see. Excellent! That makes me very happy.","¡No hay tardanzas, Excelente! Eso me hace muy feliz."
01:39.4,fansub,速過ぎ,He's way too fast.,Es muy rápido.
01:40.9,fansub,クラス一斉射撃で駄目なのかよ,So even the whole class  at once can't bring him down?,¿La clase entera le disparó y no funciono?
01:43.5,fansub,僕らは,We...,Nosotros
01:45.0,fansub,殺し屋,are killers.,somos asesinos.
01:46.5,fansub,僕らのターゲットは,And our target...,Y nuestro blanco
01:49.1,fansub,先生,is our teacher.,es nuestro maestro.
01:50.1,fansub,残念ですねぇ,Too bad.,Lástima.
01:51.6,fansub,今日も命中弾ゼロです,"Not one of your bullets hit me today, either."," Ni una sola bala le atino a su objetivo hoy, igual que antes."
01:54.0,fansub,数に頼る戦術は　個々の思考を疎かにする,Tactics that rely on sheer numbers neglect individual focus.,Métodos que se basan en solo números carecen de cualquier pensamiento individual.
01:57.6,fansub,目線　銃口の向き　指の動き,"Be it line of sight, barrel position,  or finger movement,","Linea de visión, posición del cartucho, movimiento de los dedos..."
02:01.4,fansub,一人一人が単純過ぎます,each of you was far too easy to read.,Cada uno de ellos es demasiado simple.
02:04.0,fansub,もっと工夫しましょう,You need to be more inventive!,¡Tienen que ser mas originales!
02:05.9,fansub,でないと,"Otherwise,",De lo contrario...
02:07.4,fansub,最高速度マッハ20の先生は　殺せませんよ,"you'll never be able to kill me.  I can speed up to Mach 20, you know?",No seran capaces de matarme a mi máxima velocidad de Mach 20.
02:12.2,fansub,いや　ていうかさ,"But, like, see...",Pero sabes...
02:14.4,fansub,本当に全部よけてんのかよ　先生,There's no way you seriously  dodged all of those!,¡Es imposible que hayas evadido todo eso!
02:16.6,fansub,どう見ても これ　ただのBB弾だろ,"I mean, these are just BB pellets.","Quiero decir, son solo Balas de salva"
02:19.8,fansub,当たってるのに　我慢してるだけじゃないの,You coulda just taken them on the chin.,Pudiste estar parado ahí apretando los dientes mientras te golpeaban.
02:22.6,fansub,そうよ　そうだよ,Yeah! That's right!,¡Sí! ¡Es verdad!
02:26.2,fansub,では　弾を込めて渡しなさい,Very well. Gather up the BBs and hand them over.,Entonces pérmitanme utilizar una.
02:29.4,fansub,言ったでしょう,I told you: these may be harmless to you...,Se los dije: estas cosas pueden ser inofensivas para ustedes...
02:31.0,fansub,この弾は君たちにとっては無害ですが,,
02:36.6,fansub,国が開発した対先生用特殊弾です,but they're special anti-me BB pellets developed by the government.,Pero son especiales contra su maestro y fueron diseñadas por el gobierno.
02:40.4,fansub,当たれば　先生の細胞を豆腐のように破壊できる,"If one hits me, it'll slice  right through my cells like tofu.","Si una de ellas me golpea, puede atravesar mis células como si fueran tofu."
02:45.0,fansub,もちろん数秒あれば再生しますが,"They'll regenerate a few seconds later, of course.","Por supuesto, se regeneran varios segundos después."
02:48.5,fansub,だが　君たちも目に入ると危ない,I'm more concerned about you putting a classmate's eyes out.,"Pero tengan cuidado, pueden sacarse un ojo con eso."
02:52.2,fansub,先生を殺す以外の目的で室内での発砲はしないように,No shooting in the classroom unless you're trying to kill me.,No disparen en el salón a menos que intenten matarme.
02:57.5,fansub,殺せるといいですね　卒業までに,"And I do hope you can kill me— before graduation, that is.",Espero que puedan matarme antes de la graduación.
03:02.0,fansub,さあ　銃と弾を片付けましょう,"Now then, let's put away the arms and ammunition and begin class.","Bueno, déjen a un lado las armas y las balas de salva y empezemos la clase."
03:04.8,fansub,授業を始めます,,
03:08.1,fansub,椚ヶ丘中学校３-Eは　暗殺教室,"At Class 3-E of Kunugigaoka Junior High School, the assassination classroom","En la clase 3-E de la secundaria Kunugigaoka, la clase de asesinato..."
03:13.6,fansub,始業のベルが　今日も鳴る,the bell signals the start of another school day.,"Otro día, otra campana que marca el inicio de las clases."
04:56.5,fansub,はい　ここで問題です,"Now, here's the question:","Bien, esta es la pregunta:"
04:58.9,fansub,磯貝君,Isogai-kun!,¡Isogai!
05:00.3,fansub,はい,"Y-Yes, sir?","¿S-Si, señor?"
05:01.2,fansub,この4本の触手のうち　仲間外れは,Which of these four tentacles is not like the others?,¿Cúal de estos 4 tentáculos es diferente a los otros?
05:04.4,fansub,ええと　青い触手,Um... the blue one?,Um... ¿El azul
05:06.7,fansub,正解　青の例文の「WHO」だけが関係詞です,Correct!,¡Correcto! 
05:11.4,fansub,関係代名詞は直前の名詞を修飾し,"The only relative pronoun is ""who,"" in the blue sentence.","El único pronombre relativo es ""quién"", en la oración de azul."
05:14.4,fansub,ここでは「who is standing over there」が,"A relative pronoun modifies the noun right before it, so the clause","Un pronombre relativo califica al sustantivo justo antes de él, entonces…"
05:17.5,fansub,前の「the boy」少年を説明しています,"""who is standing over there"" describes the ""boy"" here.","Quién esta sentado por ahí está describiendo al chico"" de ahí."
05:12.2,fansub,ねえ　渚,"Hey, Nagisa.","Oye, Nagisa."
05:16.1,fansub,昼間だけど　出てるね　三日月,The crescent moon's out in broad daylight.,La luna creciente salió aunque aun es de día.
05:21.4,fansub,何で僕らがこんな状態になったのか,How did we end up in this mess?,¿Cómo es que terminamos así?
05:25.5,fansub,３年生の始め,"As we began our third year of junior high,  we were greeted by two extraordinary incidents.",Dos cosas pasaron cuando empezamos nuestro tercer año de secundaria...
05:27.4,fansub,僕らは二つの事件に同時に遭った,,El primero fue una explosión repentina que dejó a la Luna en la fase creciente.
05:45.8,fansub,一つ目は　その日突然　月が爆発して三日月形になってしまったこと,The first was the sudden explosion that left the moon permanently crescent-shaped.,
05:55.2,fansub,番組の途中ですが　ここで臨時ニュースです,We interrupt this program to bring you breaking news.,Interrumpimos este programa para traer las últimas noticias.
05:58.3,fansub,つい先ほど　月が７割方蒸発し　失われたとの情報が入りました,We've just gotten word that about seventy percent of the moon,Acabamos de recibir el informe de que casi el 70% de la luna
06:04.5,fansub,繰り返します,has been vaporized into nothing. I repeat...,ha sido destruida. Repito...
06:05.7,fansub,われわれはもう一生三日月しか見られないということでしょうか,Will we have only a crescent moon to look at for the rest of our lives?,¿Tendremos que mirar la luna creciente por el resto de nuestras vidas?
06:10.7,fansub,そして　二つ目の事件が　これ,And the second was his arrival.,Y lo segundo fué esto:
06:13.9,fansub,初めまして　私が月をやった犯人です,How do you do? I'm the one who tore that chunk out of your moon.,¿Cómo estan? Soy el que destruyó su luna.
06:20.9,fansub,来年には　地球もやる予定です,I plan to do the same to the Earth next year.,Planeo hacer lo mismo con la Tierra el año que viene.
06:23.5,fansub,君たちの担任になったので　どうぞよろしく,"But until then, I'll be your teacher. Nice to meet you.",Pero ahora seré su maestro. Mucho gusto.
06:28.1,fansub,まず五六カ所ツッコませろ,There are at least six things wrong with this picture!,¡Hay al menos seis cosas mal con esto!
06:30.4,fansub,クラス全員　そう思った,The feeling was unanimous.,El sentimiento fue unánime.
06:34.0,fansub,防衛省の烏間という者だ,"I'm Karasuma, from the Ministry of Defense.","Soy Karasuma, del Ministerio de Defensa."
06:36.5,fansub,まずは　ここからの話は国家機密だと理解いただきたい,"First, please understand that what I'm about to say is classified information.","Primero, quiero que entiendan que lo que les voy decir es información clasificada."
06:43.7,fansub,単刀直入に言う,Allow me to be blunt:,Iré al grano.
06:45.8,fansub,この怪物を君たちに殺してほしい,I want you to kill this creature.,Quiero que ustedes asesinen a estra criatura.
06:50.9,fansub,えっと　何っすか,Um...,Disculpe...
06:53.9,fansub,そいつ　攻めてきた宇宙人か何かっすか,What's the deal? Is he an alien invader or something?,¿Qué es eso? ¿Es un alien o algo así que vino a atacarnos?
06:56.4,fansub,失礼な,How rude!,¡Qué grosero! 
06:57.3,fansub,生まれも育ちも地球ですよ,I'll have you know I was born and raised on Earth!,¡Sepan que nací y fui criado aquí en la Tierra!
07:00.2,fansub,地球,He was?,¿En serio?
07:01.6,fansub,詳しいことを話せないのは申し訳ないが,"I'm afraid I can't discuss the details, but he's telling the truth.","Temo que no puedo dar más detalles, pero lo que dice es cierto."
07:04.4,fansub,こいつが言ったことは真実だ,,
07:06.8,fansub,月を壊したこの生物は,"And as he said, he won't stop at the moon. Next year...","Y como dijo, lo de la Luna no fue todo. En marzo del año entrante..."
07:09.0,fansub,来年の三月　地球をも破壊する,he will destroy the Earth as well.,...destruirá la tierra también.
07:14.3,fansub,このことを知っているのは各国首脳だけ,Only the world's leaders know about this.,Sólo los lideres del mundo saben de esto.
07:18.1,fansub,こいつの存在が公になれば　世界はパニックに陥るだろう,"If news of this guy got out there, we'd be looking at a global panic.","Si lo de este sujeto se llega a saber, crearía un pánico a nivel mundial."
07:23.2,fansub,そうなる前に秘密裏にこいつを殺さなければならない,That's why we have to kill him in secret before that happens.,Tienen que matarlo en secreto antes de que eso pase.
07:27.7,fansub,つまり　暗殺だ,In other words: an assassination.,En otras palabras...un asesinato.
07:30.4,fansub,だが　こいつは…,But here's the catch.,Pero este tipo...
07:31.9,fansub,とにかく速い,His speed is unmatched!,...es extremadamente rápido.
07:33.4,fansub,殺すどころか,"You try to kill him,",Así que intentarán asesinarlo...
07:35.4,fansub,眉毛の手入れをされている始末だ,and he ends up grooming your eyebrows instead—immaculately!,y él terminará limpiando sus cejas... ¡impecablemente!
07:38.0,fansub,丁寧にな,,
07:41.8,fansub,満月を三日月に変えるほどのパワーを持つ超生物だ,He's a superbeing with enough power to reduce the full moon to a crescent.,Es un ente sobrenatural con poder suficiente como para reducir la Luna a solo una cuarta parte.
07:45.9,fansub,最高速度はマッハ20,His speed tops out at Mach 20!,¡Su velocidad máxima es de mach 20!
07:48.4,fansub,つまり　こいつが本気で逃げれば,"In short, if he actually wanted to get away from us,","En resumen, si el decidiera escapar,"
07:51.5,fansub,われわれは破滅の時まで　手も足も出ない,we wouldn't be able to do a thing to stop him.,estaríamos indefensos esperando nuestra destrucción.
07:55.9,fansub,まあ　それでは面白くないのでね,But where's the fun in that?,Y eso no es divertido.
07:58.6,fansub,私から国に提案したのです,So I made your government an offer.,Así que le hice una oferta a su gobierno.
08:01.2,fansub,殺されるのはごめんですが,They will refrain from attempts on my life.,En vez de matarme.
08:03.5,fansub,椚ヶ丘中学校　3年E組の担任ならやってもいいと,"And in return, I'll teach Class 3-E at Kunigigaoka Junior High School.",Yo daré clases a la clase 3 - E 3 - E de la secundaria Kunigigaoka.
08:08.1,fansub,いや　なんで,What? Why?,¿Qué? ¿Por qué?
08:09.5,fansub,こいつの狙いは分からん,We don't know what he's after.,No sabemos cuál es su objetivo.
08:11.7,fansub,しかし　われわれ政府は,"But we had no choice but to agree,","Pero nos vimos forzados a aceptar,"
08:13.6,fansub,君たち生徒に危害を加えないことを条件にやむなく承諾した,on the condition that he doesn't  harm any of you students.,con la condición de no agredir a los estudiantes.
08:18.9,fansub,理由は二つ,We have two reasons for this.,Tenemos dos razones:
08:20.4,fansub,教師として毎日教室に来るのなら　監視ができる,"First and foremost, if he's coming to a classroom every day to teach, we can keep an eye on him.","Primera y más importante, asistir a un salón de clases todos los días nos permitirá tenerlo vigilado,"
08:24.2,fansub,何よりも,"And second, it gives some thirty people the  opportunity to kill him from extremely close range.","y segundo, le dará la oportunidad a 30 personas de asesinarlo"
08:25.9,fansub,30人もの人間が　至近距離からこいつを殺すチャンスを得る,,de un rango extremadamente cercano.
08:33.4,fansub,中村さん,Nakamura-san.,Nakamura...
08:35.4,fansub,暗殺は勉強の妨げにならないときにと言ったはずです,Didn't I tell you not to let assassination interfere with your studies?,¿No te dije que no dejaras que el asesinato interfiriera con tus estudios?
08:39.0,fansub,すみません,Sorry.,Perdón...
08:40.1,fansub,罰として後ろで立って受講しなさい,Stand at the back for the rest of this lesson and think about what you've done!,¡Como castigo ve y siéntate al fondo!
08:44.0,fansub,なんでこんな怪物がうちの担任に,"""How could you make this creature our teacher?""",¿Cómo esta criatura puede ser nuestro maestro?
08:47.0,fansub,どうして僕らが暗殺なんか…,"""And why are you making  us assassinate him?""",¿Y cómo podremos asesinarlo?
08:49.7,fansub,そんな声は　この条件でかき消えた,These cries faded as one  final condition was announced.,Todos los llantos desaparecieron cuando nos dijeron la condición final.
08:53.8,fansub,成功報酬は100億円,Your success will be rewarded with ten billion yen.,"Si tienen éxito, serán recompensados con diez billones de yenes."
08:57.4,fansub,当然の額だ,It's only fair.,Es lo justo.
08:59.6,fansub,暗殺の成功は冗談抜きで地球を救うことなのだから,"If you can assassinate him, you will literally save the Earth.","Un asesinato exitoso, literalmente habrá salvado a la Tierra."
09:04.6,fansub,幸いなことに　こいつは君たちをなめきっている,"Fortunately, he doesn't think much of you.","Afortunadamente, no cree mucho en ustedes."
09:08.3,fansub,見ろ　緑のしましまになったときは　なめている顔だ,See? Those green stripes mean he's looking down on you!,¿Lo ven? Esas rayas verdes significan que los ve inferiores.
09:12.0,fansub,どんな皮膚だよ,"What is he, a chameleon?!",¿Qué clase de piel es esa?
09:13.1,fansub,当然でしょう,Of course I am!,¡Por supuesto! 
09:14.7,fansub,国がやれない私を　君たちがやれるわけがない,"If the government can't  kill me, how could you?","Si el gobierno no pudo asesinarme, ¿cómo podrían ustedes?"
09:18.5,fansub,最新鋭の戦闘機に襲われた時も,"Even when they sent their very  newest fighter jet after me,",Incluso cuando enviaron su raptor de caza más nuevo contra mí...
09:29.2,fansub,逆に空中でワックスをかけてやりましたよ,all it got was a good  waxing right there in midair!,...¡Terminé con una buena encerada en pleno vuelo!
09:32.1,fansub,だからなぜ手入れする,What's with all the grooming?,¿Por qué le interesa tanto limpiar?
09:34.1,fansub,君たちにはなめているこいつの隙をあわよくば突いてほしい,"So while this guy looks down on you, your job is to find an opening in his defenses and strike it.",Deberán encontrar un punto bajo en sus defensas y atacarlo.
09:38.9,fansub,人間には無害で　こいつには効く武器と弾を支給する,We'll provide you with weapons and ammo  that won't hurt humans but will work on him.,"Tendrán armas y municiones que no pueden herir a humanos, pero sí a él."
09:43.6,fansub,君たちの家族や友人には絶対秘密だ,You must keep this absolutely secret from your family and friends.,Deben mantenerlo en secreto de sus amigos y familiares.
09:47.2,fansub,とにかく時間がない,There's no time to lose.,No hay tiempo que perder.
09:49.0,fansub,地球が消えれば　逃げる場所など　どこにもない,"If the Earth is destroyed,  we'll have nowhere left to run.","Si la Tierra es destruida, no tendremos a dónde huir."
09:52.9,fansub,そういうことです,And that's about it.,¡Y eso es todo!
09:54.6,fansub,さあ　皆さん　残された1年を有意義に過ごしましょう,"Well then, I hope you'll make the most  of your one remaining year!",¡Hay que dar lo mejor de cada uno durante el año que queda!
10:02.1,fansub,残された時間は1年,We only have one year.,Solo nos queda un año.
10:04.7,fansub,僕たちがこいつの暗殺に成功しないと,"If we can't assassinate him by then,",Si no podemos asesinarlo para entonces...
10:08.3,fansub,地球が壊される,the Earth will be history.,La tierra será historia.
10:16.9,fansub,昼休みですね,"Ah, lunchtime!","Ah, ¡La hora del almuerzo!"
10:18.8,fansub,先生　ちょっと中国に行ってマーボー豆腐を食べてきます,I'll just pop over to China for some mapo tofu.,Iré un momento a China por un poco de mapo tofu.
10:23.5,fansub,暗殺希望者がもしいれば　携帯で呼んでください,"If anyone would like to try assassinating me,  just call me on my cell.",Cualquier aspirante a asesino es bienvenido sólo llamen a mi celular.
10:29.9,fansub,えーと　マッハ20だから,"Uh, let's see...if he's traveling at Mach 20…",Veamos. Si viaja a mach 20...
10:33.0,fansub,マーボーの本場　四川省まで10分くらい,"...it'll take maybe ten minutes to get to Sichuan, the home of mapo tofu.","le tomará más o menos diez minutos llegar a Sichuan, la tierra del mapo tofu."
10:36.7,fansub,確かにあんなもん　ミサイルでも落とせんわな,Guess no missile could shoot that down.,Supongo que no hay misil que pueda alcanzarlo.
10:40.5,fansub,しかも　あのタコ　音速飛行中にテストの採点までしてるんだぜ,"Heck, that octopus even grades tests while he breaks the sound barrier!","Maldición, ese pulpo incluso califica los exámenes mientras viaja a la velocidad del sonido."
10:44.7,fansub,マジで,Seriously?!,¿En serio?
10:46.0,fansub,俺なんかイラスト付きで返ってきた,He even did a little drawing on mine.,Hasta hizo un dibujo en el mio.
10:48.5,fansub,てか　あいつ　何げに教えてるの　うまくない,"Isn't he actually a pretty good teacher, though?","De echo, ¿no crees que es muy bueno enseñando?"
10:51.3,fansub,わかる,He is!,¿Verdad?
10:52.4,fansub,放課後に数学教わって　次のテストの点　よかったもん,I aced my math test thanks to his after-school tutoring!, El me enseñó matemáticas y me fue muy bien en el examen.
10:56.9,fansub,まっ　でもさ,"Yeah, but...","Si, pero..."
10:59.6,fansub,しょせん俺ら　E組だしな,we are the E Class.,...estámos en la clase E.
11:02.3,fansub,頑張っても仕方ねぇけど,Tryin' our best won't do much.,Esforzarnos no hará gran diferencia.
11:05.1,fansub,そう　タコ型の超生物で暗殺のターゲット,Yeah...He might be an octopoid superbeing not to mention our target,Es verdad él es un super pulpo y es nuestro blanco de asesinato
11:10.1,fansub,なのに,but...,pero...
11:11.6,fansub,あの先生はなぜか普通に先生している,"for whatever reason, he's teaching us just like any other teacher would.","...por alguna razón, como maestro, es realmente bueno."
11:15.9,fansub,僕らも同じ　即席の殺し屋であるのを除けば　普通の生徒だ,"Likewise, we're perfectly normal students outside of the whole killer thing,","Somos estudiantes perfectamente normales, salvo por lo de asesinos,"
11:21.8,fansub,けど　僕らE組は　少しだけ普通と違う,but E Class is a little different from the rest.,pero la clase E es diferente al resto.
11:29.1,fansub,おい　渚,"Hey, Nagisa.","Oye, Nagisa."
