time_stamp,group,sub_jap,sub_trad_en,sub_trad_sp
0:16:29.41,official,この進学校で　落ちこぼれた僕らは思う,"Us prep-school failures are always thinking,","Todos los fracasados de la escuela siempre pensamos:"
0:16:33.38,official,どこかで見返さなきゃ,"""We gotta get back at 'em somehow.""","""Tenemos que salir de aquí""."
0:16:35.44,official,やればできると　親や　友達や　先生たちを,You can do it if you try. That's what our parents and friends and teachers say.,"""Podemos lograrlo"". Demostrarlo a nuestros padres, amigos y maestros."
0:16:41.16,official,やればできると…,You can do it if you try.,Podemos conseguirlo.
0:16:46.92,official,言ったでしょう もっと　工夫を…,I told you: be more inventive!,Les dije que fueran más creativos.
0:16:50.09,official,認めさせなきゃ…,We have to prove ourselves...,Debemos demostrarlo.
0:16:52.92,official,どんな手を使っても…,...by any means necessary.,A como dé lugar.
0:17:02.59,official,しゃーっ,Yesss!,"-¡Sí! ¡Lo logramos!"
0:17:03.85,official,やったぜー,We did it!,
0:17:04.91,official,100億円いただき,Ten billion yen! Cha-ching! Nagisa!,
0:17:04.97,official,渚,,"-Nagisa. -¡Por fin!"
0:17:07.35,official,ざまあみろ,Serves you right!,
0:17:08.41,official,寺坂　何やったんだ,Terasaka! What have you done?!,"-Terasaka. -¿Qué has hecho?"
0:17:10.88,official,こいつも自爆テロは予想してなかったろ,Bet he never expected a suicide bomber!,Nunca esperó a un terrorista suicida.
0:17:13.29,official,ちょっと　渚に　何　持たせたのよ,Hey! What'd you give Nagisa?!,"Oye, ¿qué le diste a Nagisa?"
0:17:16.81,official,おもちゃの手榴弾だよ,Huh? A toy grenade.,Era una granada de juguete.
0:17:19.19,official,ただし　火薬を使って威力を上げてある,But I beefed it up with gunpowder,"Pero se me ocurrió llenarla con pólvora."
0:17:22.74,official,300発の対先生弾がすげえ速さで飛び散るようにな,so it'd shoot three hundred anti-Sensei bullets at crazy-high speed!,"Así dispararía 300 balines a gran velocidad para eliminar al profesor.,"
0:17:27.94,official,人間が死ぬ威力じゃねえよ,They're not strong enough to kill anybody.,Pero eso no mataría a una persona.
0:17:30.42,official,俺の100億で　治療費くらい…,My ten billion yen'll cover his medical bi--,Con el dinero cubriré sus gastos mé...
0:17:35.59,official,無傷　やけど一つ負ってねえのか,He's not hurt? Not even a single burn?,"¿No está herido? ¿No tiene ni una quemadura?"
0:17:38.56,official,それに　何だ　この膜,And... this membrane...,¿Y qué es esta membrana?
0:17:40.89,official,タコの死体に　つながっ…,"is attached to that octopus's corpse?", ¿Está unida...?
0:17:41.77,official,実は　先生　月に１度ほど　脱皮をします,"As it happens, I shed my skin once a month.",Deben saber que mudo de piel una vez al mes.
0:17:45.94,official,脱いだ皮を渚君にかぶせて守りました,"I protected Nagisa there by covering him with my old skin.",Protegi a Nagisa cubriendolo con mi piel vieja.
0:17:51.51,official,月1で使える　先生の奥の手です,It's my once-monthly ace in the hole.,"Es un as bajo la manga que solo puedo usar una vez al mes."
0:17:58.21,official,寺坂　吉田　村松,"Terasaka, Yoshida, Muramatsu.","Terasaka, Yoshida, Muramatsu."
0:18:03.80,official,先生の顔は　顔色を見るまでもなく…,"You don't have to look at the color of his face to know.","No hacía falta mirar el color de su cara para saber cómo estaba."
0:18:12.76,official,真っ黒,Pitch black! He is furious!,Estaba negro. Furioso.
0:18:14.56,official,ど怒りだ,,
0:18:15.66,official,首謀者は　君ら３人だろ,"You three...you're behind this, yes?",¿Ustedes tres...son los responsables de esto?
0:18:19.59,official,いっ　いや…,N-No!,No.
0:18:20.82,official,渚が勝手に…,It was all Nagisa's idea!,Fue idea de Nagisa.
0:18:29.08,official,いなく…,He's gone!,¿Qué?
0:18:34.05,official,俺らんちの表札,The nameplates off our houses?!,¿Las placas de nuestras casas?
0:18:36.21,official,政府との契約ですから　先生は　決して君たちに危害は加えない,"My agreement with your government says I won't harm you.",Mi acuerdo con su gobierno me prohíbe hacerles daño a los estudiantes."
0:18:41.67,official,が　しかし…,But ,"Pero, cuidado,"
0:18:44.55,official,次　また　今のような方法で暗殺に来たら,if you try another assassination like that one…,si intentan otro asesinato como este
0:18:49.23,official,君たち以外には何をするか分かりませんよ,...I might just harm someone else.,podria dañar a alguna otra persona.
0:18:53.19,official,家族や友人…　いいや,"Your family, your friends...","Familia, amigos."
0:18:56.33,official,君たち以外を地球ごと消しますかね,Or I could wipe out the whole planet apart from you.,"O podria eliminar todo el planeta, excepto a ustedes."
0:19:01.61,official,5秒間で　皆　悟った,"Five seconds, and we all knew:","En cinco segundos entendimos todo."
0:19:04.61,official,地球の裏でも　逃げられないと,"There was no running to the ends of the Earth for us.",No teníamos manera de escapar.
0:19:07.99,official,どうしても逃げたければ,If we really wanted to run..,"Si queríamos salir de esto,"
0:19:12.34,official,この先生を殺すしか…,...all we could do... was kill him!,debiamos matar al profesor.
0:19:16.68,official,何なんだよ　てめえ　迷惑なんだよ,"What the hell's your deal, anyway? You're just a giant pain!",¿Cuál es su problema? No es más que un fastidio.
0:19:20.09,official,いきなり来て　地球　爆破とか　暗殺しろとか,"Showing up all ""I'm gonna blow up Earth"" and ""Assassinate me""!","Dijo que iba a destruir la Tierra y que lo asesináramos."
0:19:23.49,official,迷惑なやつに　迷惑な殺し方して　何が悪いんだよ,"What's so wrong with using an annoying method to kill an annoying guy?!","¿Es malo usar medidas desesperadas en una situación desesperada?"
0:19:27.95,official,迷惑　とんでもない,Annoying? Hardly.,¿Qué hay de malo? Absolutamente nada.
0:19:30.18,official,君たちのアイデア自体は　すごくよかった,Your idea itself was a very good one.,"De hecho, tu idea fue realmente muy buena."
0:19:33.15,official,特に　渚君,"Especially you, Nagisa.",Te felicito.
0:19:34.92,official,君の肉薄までの自然な体運びは100点です,"The way you carried yourself so naturally on your approach gets full marks.",Fue excelente la forma tan natural en que te acercaste a mí.
0:19:38.86,official,先生は　見事に　隙を突かれました,"You made it right through the chink in my defenses.",Gran trabajo al tomarme desprevenido.
0:19:41.87,official,ただし,However!,"Sin embargo,"
0:19:43.46,official,寺坂君たちは　渚君を,"None of you looked out for Nagisa,",a ninguno le preocupó Nagisa.
0:19:45.87,official,渚君は　自分を大切にしなかった,not even Nagisa himself.,"Ni siquiera él se preocupó por sí mismo."
0:19:49.36,official,そんな生徒に暗殺する資格はありません,"Students like that aren't fit to assassinate anyone.","Estudiantes así no son aptos para asesinar a nadie."
0:19:53.11,official,人に笑顔で胸を張れる暗殺をしましょう,"We need an assassination worth smiling about--one to be proud of!","Necesitamos un asesinato del que estén orgullosos."
0:19:56.33,official,君たち　全員　それができる力を秘めた有能なアサシンだ,"You're all capable assassins who have that power within you.","Sé que son asesinos capaces con gran poder en su interior."
0:20:01.70,official,ターゲットである先生からのアドバイスです,Some advice from your teacher and your target.,Es un consejo de su profesor-objetivo.
0:20:06.30,official,マッハ20で怒られてうねる触手で褒められた,"Chewed out at Mach 20, then praised with waving tentacles...","Primero nos regaña a Mach 20, y luego nos elogia complacido."
0:20:11.48,official,この異常な教育が　僕は　普通に　うれしかった,This unusual education made me pretty happy.,Esta educación inusual me ha hecho sentir muy feliz.
0:20:16.28,official,この異常な先生は僕らのことを　正面から見てくれたから,All because this unusual teacher was actually looking at us head-on.,"Porque este profesor, aunque peculiar, siempre nos mira de frente."
0:20:30.79,official,あなたの…,If you...,Si pudieras...
0:20:33.32,official,あなたの時間をくれるなら,"If you would give your time,","Si pudieras regalarles tu tiempo,"
0:20:36.30,official,あの子たちを教えてあげて,go teach those children.,enséñales a esos niños.
0:20:40.79,official,なんて　すてきな触手…,What splendid tentacles...,Qué espléndidos tentáculos.
0:20:43.69,official,この手なら　きっと　あなたはすてきな教師に…,"With hands like these... I'm sure you'll be a splendid teacher.","Con estas manos, estoy segura de que serías un gran profesor."
0:20:50.99,official,さて　問題です　渚君,"Here's a question for you, Nagisa:","Hay algo que quiero preguntarte, Nagisa."
0:20:53.80,official,先生は　殺される気などみじんもない,"I have not the slightest intention of being killed.","No tengo la menor intención de ser asesinado."
0:20:57.00,official,皆さんと　来年　3月までエンジョイしてから,"I will enjoy my time with you all until next March,","Estaré con ustedes hasta marzo,"
0:20:59.52,official,地球を爆破です,and then blow Earth up.,pero después destruiré la Tierra.
0:21:02.11,official,それが嫌なら君たちは　どうしますか,"If you don't like it, what are you going to do about it?","¿Qué harás si quieres evitar que eso ocurra?"
0:21:06.62,official,暗殺なんて　したことないし,"We've never assassinated anyone before,",Nunca hemos asesinado a nadie.
0:21:09.27,official,僕らには　他に　すべきことがたくさんある,"and there's plenty of other stuff we should be doing.","Y todavía nos quedan muchas otras cosas por hacer."
0:21:14.16,official,けど　思った,But you know...,"Pero creo que,"
0:21:16.69,official,この先生なら　殺意さえも受け止めてくれるって,I think this teacher might even accept my bloodlust.,este profesor incluso podría aceptar mi sed de sangre.
0:21:21.23,official,地球を爆破されるその前に　先生を殺します,Before you destroy Earth... I'll kill you.,"Antes de que destruya la Tierra, yo lo mataré."
0:21:27.44,official,ならば　今　やってみなさい,Then do it now!,¿Y qué estás esperando?
0:21:29.37,official,殺せた者から　今日は帰ってよし,"Once you've killed me, you're free to go home!",Podrán irse si me matan.
0:21:32.65,official,んな簡単に…,"Just like that, huh?",Como si fuera fácil. 
0:21:33.82,official,殺せるわけねえだろ,You know we can't kill you!,Sabe que no podemos.
0:21:35.93,official,僕らは　殺し屋,We are killers. And our target,Somos asesinos y nuestro objetivo:
0:21:37.89,official,ターゲットは　先生,is our teacher.,el profesor.
0:21:40.87,official,ふきふき　ふきふき,"Wipe, wipe, wipe it clean! Even if we shot him now...","-Limpiar, limpiar, limpiar. -Si le disparamos ahora,"
0:21:42.55,official,今　撃っても…,we'd just be polished up like those nameplates.,"acabaríamos pulidos como esas placas."
0:21:43.66,official,表札と一緒に手入れされる…,,
0:21:46.04,official,帰れねえ…,We're never going home!,No saldremos nunca.
0:21:48.14,official,殺せない先生か…,An unkillable teacher...,"Invencible en japonés es ""koro""."
0:21:50.84,official,殺せない…　ころ…,"""Korosenai""... ""koro""","Y profesor, ""sensei""."
0:21:54.23,official,殺せんせーは,"Oh! How about ""Koro Sensei""?",Koro-sensei. Si.
0:21:56.35,official,殺せんせー,Koro Sensei?,¿Koro-sensei?
0:21:59.85,official,殺せんせーと　僕らの暗殺教室,"It's us and Koro Sensei, in our assassination classroom.","Koro-sensei y nosotros, en nuestra clase de asesinato."
0:22:04.97,official,始業のベルは　明日も鳴る,"Another day, another class bell rings.",Suena la campana y empieza la clase.
0:00:48.77,fansub,それでは,"Now, then.","Muy bien, entonces..."
0:00:50.51,fansub,ホームルームを始めます,Let's begin homeroom.,Vamos a empezar.
0:00:52.75,fansub,日直の人は号令を,"Class monitor, on your command.","Encargado de la clase, a su señal."
0:00:54.90,fansub,き…起立,S-Stand!,¡D-De pie!
0:01:00.08,fansub,気を付け,Attention!,¡Atención!
0:01:04.97,fansub,礼,Bow!,¡Saluden!
0:01:09.72,fansub,おはようございます,Good morning.,Buenos días.
0:01:11.61,fansub,発砲したままで結構ですので　出欠をとります,"I'll be taking attendance, so please, fire all you like.","Disparen todo lo que quieran... Sólo estaré tomando asistencia."
0:01:15.23,fansub,磯貝君,Isogai-kun?,¿Isogai?
0:01:16.68,fansub,はい,Present.,¡Aquí!
0:01:18.03,fansub,すみませんが　銃声の中なので　大きな声で,"My apologies. I'll need you to speak up,  what with all this gunfire.","Disculpa pero vas a tener que hablar más alto con todo este tiroteo."
0:01:21.41,fansub,はい,Present!,¡Aquí!
0:01:22.34,fansub,岡島君,Okajima-kun?,¿Okajima?
0:01:23.61,fansub,はい,Present!,¡Aquí!
0:01:24.27,fansub,奥田さん,Okuda-san?,¡Okuda!
0:01:25.51,fansub,はい,Present!,¡Aquí!
0:01:26.32,fansub,片岡さん,Kataoka-san?,¿Kataoka?
0:01:27.36,fansub,はい,Present!,¡Aquí!
0:01:27.95,fansub,茅野さん,Kayano-san?,¿Kayano?
0:01:28.89,fansub,はい,Present!,¡Aquí!
0:01:29.51,fansub,神崎さん,Kanzaki-san?,¡Kanzaki!
0:01:30.45,fansub,はい,Present!,¡Aquí!
0:01:33.27,fansub,はい　遅刻なしっと,All right.,Muy bien.
0:01:36.03,fansub,素晴らしい　先生　とてもうれしいです,"Everyone on time, I see. Excellent! That makes me very happy.","¡No hay tardanzas, Excelente! Eso me hace muy feliz."
0:01:39.40,fansub,速過ぎ,He's way too fast.,Es muy rápido.
0:01:40.86,fansub,クラス一斉射撃で駄目なのかよ,"So even the whole class  at once can't bring him down?",¿La clase entera le disparó y no funciono?
0:01:43.50,fansub,僕らは,We...,Nosotros
0:01:45.02,fansub,殺し屋,are killers.,somos asesinos.
0:01:46.54,fansub,僕らのターゲットは,And our target...,Y nuestro blanco
0:01:49.07,fansub,先生,is our teacher.,es nuestro maestro.
0:01:50.07,fansub,残念ですねぇ,Too bad.,Lástima.
0:01:51.60,fansub,今日も命中弾ゼロです,"Not one of your bullets hit me today, either."," Ni una sola bala le atino a su objetivo hoy, igual que antes."
0:01:53.98,fansub,数に頼る戦術は　個々の思考を疎かにする,Tactics that rely on sheer numbers neglect individual focus.,"Métodos que se basan en solo números carecen de cualquier pensamiento individual."
0:01:57.64,fansub,目線　銃口の向き　指の動き,"Be it line of sight, barrel position,  or finger movement,","Linea de visión, posición del cartucho, movimiento de los dedos..."
0:02:01.38,fansub,一人一人が単純過ぎます,each of you was far too easy to read.,Cada uno de ellos es demasiado simple.
0:02:04.01,fansub,もっと工夫しましょう,You need to be more inventive!,¡Tienen que ser mas originales!
0:02:05.91,fansub,でないと,"Otherwise,",De lo contrario...
0:02:07.43,fansub,最高速度マッハ20の先生は　殺せませんよ,"you'll never be able to kill me.  I can speed up to Mach 20, you know?","No seran capaces de matarme a mi máxima velocidad de Mach 20."
0:02:12.21,fansub,いや　ていうかさ,"But, like, see...",Pero sabes...
0:02:14.37,fansub,本当に全部よけてんのかよ　先生,"There's no way you seriously  dodged all of those!",¡Es imposible que hayas evadido todo eso!
0:02:16.60,fansub,どう見ても これ　ただのBB弾だろ,"I mean, these are just BB pellets.","Quiero decir, son solo Balas de salva"
0:02:19.79,fansub,当たってるのに　我慢してるだけじゃないの,You coulda just taken them on the chin.,"Pudiste estar parado ahí apretando los dientes mientras te golpeaban."
0:02:22.58,fansub,そうよ　そうだよ,Yeah! That's right!,¡Sí! ¡Es verdad!
0:02:26.18,fansub,では　弾を込めて渡しなさい,Very well. Gather up the BBs and hand them over.,Entonces pérmitanme utilizar una.
0:02:29.43,fansub,言ったでしょう,I told you: these may be harmless to you...,"Se los dije: estas cosas pueden ser inofensivas para ustedes..."
0:02:30.96,fansub,この弾は君たちにとっては無害ですが,,
0:02:36.57,fansub,国が開発した対先生用特殊弾です,but they're special anti-me BB pellets developed by the government.,"Pero son especiales contra su maestro y fueron diseñadas por el gobierno."
0:02:40.37,fansub,当たれば　先生の細胞を豆腐のように破壊できる,"If one hits me, it'll slice  right through my cells like tofu.","Si una de ellas me golpea, puede atravesar mis células como si fueran tofu."
0:02:45.04,fansub,もちろん数秒あれば再生しますが,"They'll regenerate a few seconds later, of course.","Por supuesto, se regeneran varios segundos después."
0:02:48.49,fansub,だが　君たちも目に入ると危ない,I'm more concerned about you putting a classmate's eyes out.,"Pero tengan cuidado, pueden sacarse un ojo con eso."
0:02:52.18,fansub,先生を殺す以外の目的で室内での発砲はしないように,"No shooting in the classroom unless you're trying to kill me.",No disparen en el salón a menos que intenten matarme.
0:02:57.51,fansub,殺せるといいですね　卒業までに,"And I do hope you can kill me— before graduation, that is.",Espero que puedan matarme antes de la graduación.
0:03:02.02,fansub,さあ　銃と弾を片付けましょう,"Now then, let's put away the arms and ammunition and begin class.","Bueno, déjen a un lado las armas y las balas de salva y empezemos la clase."
0:03:04.83,fansub,授業を始めます,,
0:03:08.08,fansub,椚ヶ丘中学校３-Eは　暗殺教室,"At Class 3-E of Kunugigaoka Junior High School, the assassination classroom","En la clase 3-E de la secundaria Kunugigaoka, la clase de asesinato..."
0:03:13.64,fansub,始業のベルが　今日も鳴る,the bell signals the start of another school day.,"Otro día, otra campana que marca el inicio de las clases."
0:04:56.48,fansub,はい　ここで問題です,"Now, here's the question:","Bien, esta es la pregunta:"
0:04:58.90,fansub,磯貝君,Isogai-kun!,¡Isogai!
0:05:00.27,fansub,はい,"Y-Yes, sir?","¿S-Si, señor?"
0:05:01.23,fansub,この4本の触手のうち　仲間外れは,Which of these four tentacles is not like the others?,¿Cúal de estos 4 tentáculos es diferente a los otros?
0:05:04.39,fansub,ええと　青い触手,Um... the blue one?,Um... ¿El azul
0:05:06.71,fansub,正解　青の例文の「WHO」だけが関係詞です,Correct!,¡Correcto! 
0:05:11.39,fansub,関係代名詞は直前の名詞を修飾し,"The only relative pronoun is ""who,"" in the blue sentence.","El único pronombre relativo es ""quién"", en la oración de azul."
0:05:14.40,fansub,ここでは「who is standing over there」が,"A relative pronoun modifies the noun right before it, so the clause","Un pronombre relativo califica al sustantivo justo antes de él, entonces…"
0:05:17.55,fansub,前の「the boy」少年を説明しています,"""who is standing over there"" describes the ""boy"" here.","Quién esta sentado por ahí está describiendo al chico"" de ahí."
0:05:12.18,fansub,ねえ　渚,"Hey, Nagisa.","Oye, Nagisa."
0:05:16.12,fansub,昼間だけど　出てるね　三日月,The crescent moon's out in broad daylight.,La luna creciente salió aunque aun es de día.
0:05:21.41,fansub,何で僕らがこんな状態になったのか,How did we end up in this mess?,¿Cómo es que terminamos así?
0:05:25.49,fansub,３年生の始め,"As we began our third year of junior high,  we were greeted by two extraordinary incidents.","Dos cosas pasaron cuando empezamos nuestro tercer año de secundaria..."
0:05:27.39,fansub,僕らは二つの事件に同時に遭った,,El primero fue una explosión repentina que dejó a la Luna en la fase creciente.
0:05:45.82,fansub,一つ目は　その日突然　月が爆発して三日月形になってしまったこと,The first was the sudden explosion that left the moon permanently crescent-shaped.,
0:05:55.23,fansub,番組の途中ですが　ここで臨時ニュースです,We interrupt this program to bring you breaking news.,Interrumpimos este programa para traer las últimas noticias.
0:05:58.27,fansub,つい先ほど　月が７割方蒸発し　失われたとの情報が入りました,We've just gotten word that about seventy percent of the moon,Acabamos de recibir el informe de que casi el 70% de la luna
0:06:04.49,fansub,繰り返します,has been vaporized into nothing. I repeat...,ha sido destruida. Repito...
0:06:05.70,fansub,われわれはもう一生三日月しか見られないということでしょうか,Will we have only a crescent moon to look at for the rest of our lives?,"¿Tendremos que mirar la luna creciente por el resto de nuestras vidas?"
0:06:10.74,fansub,そして　二つ目の事件が　これ,And the second was his arrival.,Y lo segundo fué esto:
0:06:13.88,fansub,初めまして　私が月をやった犯人です,How do you do? I'm the one who tore that chunk out of your moon.,¿Cómo estan? Soy el que destruyó su luna.
0:06:20.93,fansub,来年には　地球もやる予定です,I plan to do the same to the Earth next year.,"Planeo hacer lo mismo con la Tierra el año que viene."
0:06:23.54,fansub,君たちの担任になったので　どうぞよろしく,"But until then, I'll be your teacher. Nice to meet you.",Pero ahora seré su maestro. Mucho gusto.
0:06:28.13,fansub,まず五六カ所ツッコませろ,There are at least six things wrong with this picture!,¡Hay al menos seis cosas mal con esto!
0:06:30.43,fansub,クラス全員　そう思った,The feeling was unanimous.,El sentimiento fue unánime.
0:06:34.04,fansub,防衛省の烏間という者だ,"I'm Karasuma, from the Ministry of Defense.","Soy Karasuma, del Ministerio de Defensa."
0:06:36.53,fansub,まずは　ここからの話は国家機密だと理解いただきたい,"First, please understand that what I'm about to say is classified information.","Primero, quiero que entiendan que lo que les voy decir es información clasificada."
0:06:43.72,fansub,単刀直入に言う,Allow me to be blunt:,Iré al grano.
0:06:45.84,fansub,この怪物を君たちに殺してほしい,I want you to kill this creature.,Quiero que ustedes asesinen a estra criatura.
0:06:50.86,fansub,えっと　何っすか,Um...,Disculpe...
0:06:53.87,fansub,そいつ　攻めてきた宇宙人か何かっすか,What's the deal? Is he an alien invader or something?,¿Qué es eso? ¿Es un alien o algo así que vino a atacarnos?
0:06:56.38,fansub,失礼な,How rude!,¡Qué grosero! 
0:06:57.30,fansub,生まれも育ちも地球ですよ,"I'll have you know I was born and raised on Earth!",¡Sepan que nací y fui criado aquí en la Tierra!
0:07:00.21,fansub,地球,He was?,¿En serio?
0:07:01.58,fansub,詳しいことを話せないのは申し訳ないが,"I'm afraid I can't discuss the details, but he's telling the truth.","Temo que no puedo dar más detalles, pero lo que dice es cierto."
0:07:04.35,fansub,こいつが言ったことは真実だ,,
0:07:06.81,fansub,月を壊したこの生物は,"And as he said, he won't stop at the moon. Next year...","Y como dijo, lo de la Luna no fue todo. En marzo del año entrante..."
0:07:09.00,fansub,来年の三月　地球をも破壊する,he will destroy the Earth as well.,...destruirá la tierra también.
0:07:14.33,fansub,このことを知っているのは各国首脳だけ,Only the world's leaders know about this.,Sólo los lideres del mundo saben de esto.
0:07:18.07,fansub,こいつの存在が公になれば　世界はパニックに陥るだろう,"If news of this guy got out there, we'd be looking at a global panic.","Si lo de este sujeto se llega a saber, crearía un pánico a nivel mundial."
0:07:23.21,fansub,そうなる前に秘密裏にこいつを殺さなければならない,That's why we have to kill him in secret before that happens.,Tienen que matarlo en secreto antes de que eso pase.
0:07:27.69,fansub,つまり　暗殺だ,In other words: an assassination.,En otras palabras...un asesinato.
0:07:30.42,fansub,だが　こいつは…,But here's the catch.,Pero este tipo...
0:07:31.92,fansub,とにかく速い,His speed is unmatched!,...es extremadamente rápido.
0:07:33.43,fansub,殺すどころか,"You try to kill him,",Así que intentarán asesinarlo...
0:07:35.43,fansub,眉毛の手入れをされている始末だ,and he ends up grooming your eyebrows instead—immaculately!,y él terminará limpiando sus cejas... ¡impecablemente!
0:07:37.98,fansub,丁寧にな,,
0:07:41.79,fansub,満月を三日月に変えるほどのパワーを持つ超生物だ,He's a superbeing with enough power to reduce the full moon to a crescent.,"Es un ente sobrenatural con poder suficiente como para reducir la Luna a solo una cuarta parte."
0:07:45.91,fansub,最高速度はマッハ20,His speed tops out at Mach 20!,¡Su velocidad máxima es de mach 20!
0:07:48.38,fansub,つまり　こいつが本気で逃げれば,"In short, if he actually wanted to get away from us,","En resumen, si el decidiera escapar,"
0:07:51.52,fansub,われわれは破滅の時まで　手も足も出ない,we wouldn't be able to do a thing to stop him.,estaríamos indefensos esperando nuestra destrucción.
0:07:55.90,fansub,まあ　それでは面白くないのでね,But where's the fun in that?,Y eso no es divertido.
0:07:58.61,fansub,私から国に提案したのです,So I made your government an offer.,Así que le hice una oferta a su gobierno.
0:08:01.25,fansub,殺されるのはごめんですが,They will refrain from attempts on my life.,En vez de matarme.
0:08:03.54,fansub,椚ヶ丘中学校　3年E組の担任ならやってもいいと,"And in return, I'll teach Class 3-E at Kunigigaoka Junior High School.","Yo daré clases a la clase 3 - E 3 - E de la secundaria Kunigigaoka."
0:08:08.08,fansub,いや　なんで,What? Why?,¿Qué? ¿Por qué?
0:08:09.53,fansub,こいつの狙いは分からん,We don't know what he's after.,No sabemos cuál es su objetivo.
0:08:11.72,fansub,しかし　われわれ政府は,"But we had no choice but to agree,","Pero nos vimos forzados a aceptar,"
0:08:13.63,fansub,君たち生徒に危害を加えないことを条件にやむなく承諾した,"on the condition that he doesn't  harm any of you students.",con la condición de no agredir a los estudiantes.
0:08:18.86,fansub,理由は二つ,We have two reasons for this.,Tenemos dos razones:
0:08:20.41,fansub,教師として毎日教室に来るのなら　監視ができる,"First and foremost, if he's coming to a classroom every day to teach, we can keep an eye on him.","Primera y más importante, asistir a un salón de clases todos los días nos permitirá tenerlo vigilado,"
0:08:24.24,fansub,何よりも,"And second, it gives some thirty people the  opportunity to kill him from extremely close range.","y segundo, le dará la oportunidad a 30 personas de asesinarlo"
0:08:25.94,fansub,30人もの人間が　至近距離からこいつを殺すチャンスを得る,,de un rango extremadamente cercano.
0:08:33.36,fansub,中村さん,Nakamura-san.,Nakamura...
0:08:35.43,fansub,暗殺は勉強の妨げにならないときにと言ったはずです,Didn't I tell you not to let assassination interfere with your studies?,"¿No te dije que no dejaras que el asesinato interfiriera con tus estudios?"
0:08:38.97,fansub,すみません,Sorry.,Perdón...
0:08:40.14,fansub,罰として後ろで立って受講しなさい,Stand at the back for the rest of this lesson and think about what you've done!,¡Como castigo ve y siéntate al fondo!
0:08:43.96,fansub,なんでこんな怪物がうちの担任に,"""How could you make this creature our teacher?""",¿Cómo esta criatura puede ser nuestro maestro?
0:08:46.95,fansub,どうして僕らが暗殺なんか…,"""And why are you making  us assassinate him?""",¿Y cómo podremos asesinarlo?
0:08:49.70,fansub,そんな声は　この条件でかき消えた,"These cries faded as one  final condition was announced.","Todos los llantos desaparecieron cuando nos dijeron la condición final."
0:08:53.80,fansub,成功報酬は100億円,Your success will be rewarded with ten billion yen.,"Si tienen éxito, serán recompensados con diez billones de yenes."
0:08:57.41,fansub,当然の額だ,It's only fair.,Es lo justo.
0:08:59.60,fansub,暗殺の成功は冗談抜きで地球を救うことなのだから,"If you can assassinate him, you will literally save the Earth.","Un asesinato exitoso, literalmente habrá salvado a la Tierra."
0:09:04.58,fansub,幸いなことに　こいつは君たちをなめきっている,"Fortunately, he doesn't think much of you.","Afortunadamente, no cree mucho en ustedes."
0:09:08.28,fansub,見ろ　緑のしましまになったときは　なめている顔だ,See? Those green stripes mean he's looking down on you!,¿Lo ven? Esas rayas verdes significan que los ve inferiores.
0:09:11.96,fansub,どんな皮膚だよ,"What is he, a chameleon?!",¿Qué clase de piel es esa?
0:09:13.09,fansub,当然でしょう,Of course I am!,¡Por supuesto! 
0:09:14.66,fansub,国がやれない私を　君たちがやれるわけがない,"If the government can't  kill me, how could you?","Si el gobierno no pudo asesinarme, ¿cómo podrían ustedes?"
0:09:18.45,fansub,最新鋭の戦闘機に襲われた時も,"Even when they sent their very  newest fighter jet after me,","Incluso cuando enviaron su raptor de caza más nuevo contra mí..."
0:09:29.24,fansub,逆に空中でワックスをかけてやりましたよ,"all it got was a good  waxing right there in midair!",...¡Terminé con una buena encerada en pleno vuelo!
0:09:32.06,fansub,だからなぜ手入れする,What's with all the grooming?,¿Por qué le interesa tanto limpiar?
0:09:34.05,fansub,君たちにはなめているこいつの隙をあわよくば突いてほしい,"So while this guy looks down on you, your job is to find an opening in his defenses and strike it.","Deberán encontrar un punto bajo en sus defensas y atacarlo."
0:09:38.92,fansub,人間には無害で　こいつには効く武器と弾を支給する,"We'll provide you with weapons and ammo  that won't hurt humans but will work on him.","Tendrán armas y municiones que no pueden herir a humanos, pero sí a él."
0:09:43.63,fansub,君たちの家族や友人には絶対秘密だ,You must keep this absolutely secret from your family and friends.,Deben mantenerlo en secreto de sus amigos y familiares.
0:09:47.19,fansub,とにかく時間がない,There's no time to lose.,No hay tiempo que perder.
0:09:48.99,fansub,地球が消えれば　逃げる場所など　どこにもない,"If the Earth is destroyed,  we'll have nowhere left to run.","Si la Tierra es destruida, no tendremos a dónde huir."
0:09:52.85,fansub,そういうことです,And that's about it.,¡Y eso es todo!
0:09:54.58,fansub,さあ　皆さん　残された1年を有意義に過ごしましょう,"Well then, I hope you'll make the most  of your one remaining year!",¡Hay que dar lo mejor de cada uno durante el año que queda!
0:10:02.13,fansub,残された時間は1年,We only have one year.,Solo nos queda un año.
0:10:04.73,fansub,僕たちがこいつの暗殺に成功しないと,"If we can't assassinate him by then,",Si no podemos asesinarlo para entonces...
0:10:08.30,fansub,地球が壊される,the Earth will be history.,La tierra será historia.
0:10:16.94,fansub,昼休みですね,"Ah, lunchtime!","Ah, ¡La hora del almuerzo!"
0:10:18.84,fansub,先生　ちょっと中国に行ってマーボー豆腐を食べてきます,I'll just pop over to China for some mapo tofu.,Iré un momento a China por un poco de mapo tofu.
0:10:23.48,fansub,暗殺希望者がもしいれば　携帯で呼んでください,"If anyone would like to try assassinating me,  just call me on my cell.","Cualquier aspirante a asesino es bienvenido sólo llamen a mi celular."
